,,0
stats_statPerk0,stats_visionWardsBoughtInGame,0.10321992669184984
stats_physicalDamageTaken,stats_playerScore3,0.1031162499538814
stats_magicDamageDealt,stats_timeCCingOthers,0.1031047037615277
stats_perk5Var1,stats_totalMinionsKilled,0.10294887638885998
stats_item0,stats_kills,0.10290226164169577
stats_damageSelfMitigated,stats_totalMinionsKilled,0.10268897087690856
stats_magicDamageDealtToChampions,stats_visionScore,0.1025569013562959
stats_magicalDamageTaken,stats_perk5Var1,0.10252984661212822
stats_inhibitorKills,stats_item5,0.10248896845991798
stats_longestTimeSpentLiving,stats_perk0Var1,0.10243234114965627
stats_largestMultiKill,stats_longestTimeSpentLiving,0.10240813022946087
stats_playerScore9,stats_totalDamageDealtToChampions,0.10228033509080979
spell1Id,stats_physicalDamageTaken,0.10219875917943945
stats_doubleKills,stats_magicDamageDealt,0.10191905997426383
stats_item2,stats_totalMinionsKilled,0.10178459071767391
stats_longestTimeSpentLiving,stats_visionWardsBoughtInGame,0.10172945021015407
stats_goldSpent,stats_playerScore9,0.10167683050745886
stats_quadraKills,stats_totalDamageDealt,0.1015183321810828
stats_perk1Var1,stats_quadraKills,0.10138062727720186
stats_perk1Var3,stats_perk3,0.10092350586623766
stats_perk3Var2,stats_timeCCingOthers,0.10091157777702355
stats_perk1Var2,stats_perk2,0.1007693399179278
stats_perk1Var1,stats_playerScore9,0.10072048691748108
spell1Id,stats_perk5Var2,0.1006055498093362
stats_playerScore7,stats_turretKills,0.10037435038385657
stats_perk1Var1,stats_timeCCingOthers,0.10025799555191203
stats_playerScore5,stats_totalMinionsKilled,0.10013601761382808
stats_playerScore6,stats_turretKills,0.10012264967247936
stats_inhibitorKills,stats_longestTimeSpentLiving,0.1000871727161472
stats_physicalDamageDealtToChampions,stats_playerScore7,0.09974815923458337
stats_statPerk1,stats_totalDamageTaken,0.09951547068144845
stats_item3,stats_longestTimeSpentLiving,0.09882545692810649
stats_perk0Var1,stats_perk3,0.0983871651866343
stats_damageSelfMitigated,stats_trueDamageDealt,0.0982572120653533
stats_item4,stats_magicDamageDealt,0.09820665444299455
stats_doubleKills,stats_playerScore7,0.09812392278543809
stats_largestMultiKill,stats_perk0Var1,0.09811474219567133
stats_physicalDamageDealt,stats_playerScore5,0.09803221592913139
stats_largestKillingSpree,stats_perk2,0.09787462202391062
stats_magicDamageDealt,stats_perk1Var2,0.09776410588238175
stats_item1,stats_kills,0.09775849921615955
stats_item2,stats_perk0Var2,0.09744907097165757
stats_damageDealtToObjectives,stats_quadraKills,0.09741732827017041
stats_perk0Var2,stats_statPerk0,0.09731095283239463
stats_perk5Var2,stats_totalMinionsKilled,0.09699857709383461
stats_magicalDamageTaken,stats_perk2,0.09699844585541378
stats_perk1Var2,stats_turretKills,0.09692298914648104
spell2Id,stats_wardsPlaced,0.09662070782097823
stats_magicalDamageTaken,stats_trueDamageDealt,0.09659019582924841
stats_damageSelfMitigated,stats_perk0Var3,0.09652636785780185
stats_playerScore7,stats_totalDamageDealt,0.09648572309470484
stats_physicalDamageDealt,stats_quadraKills,0.09646215421221568
stats_item3,stats_totalMinionsKilled,0.09642158862700044
stats_champLevel,stats_playerScore7,0.09631916935845368
stats_item3,stats_wardsPlaced,0.09629808572445099
stats_perk2,stats_trueDamageDealtToChampions,0.09628522491738518
stats_magicDamageDealt,stats_trueDamageTaken,0.09617656424900552
championId,stats_visionWardsBoughtInGame,0.09615002587572469
stats_inhibitorKills,stats_physicalDamageTaken,0.09605559033393132
stats_physicalDamageDealt,stats_playerScore6,0.09603518015110084
stats_perk5Var1,stats_trueDamageTaken,0.09587089817215706
stats_pentaKills,stats_physicalDamageDealtToChampions,0.09582674543393555
stats_deaths,stats_physicalDamageDealt,0.09563074534372795
stats_magicDamageDealtToChampions,stats_perk1Var2,0.09560081214557441
stats_playerScore6,stats_playerScore8,0.09542523716168475
stats_perk2Var3,stats_timeCCingOthers,0.09539017179691395
stats_doubleKills,stats_item2,0.09536259195307098
stats_item4,stats_timeCCingOthers,0.09499392626009456
stats_deaths,stats_visionWardsBoughtInGame,0.09489397030054655
stats_perk0Var1,stats_perkPrimaryStyle,0.09469577969500718
stats_perk0Var3,stats_totalDamageTaken,0.09419900554032037
stats_neutralMinionsKilled,stats_trueDamageTaken,0.09412832381689987
stats_damageDealtToTurrets,stats_item2,0.09411930641592307
stats_perk2Var2,stats_totalHeal,0.09401648892884447
stats_magicDamageDealtToChampions,stats_perk1Var1,0.09363565889655025
stats_damageDealtToTurrets,stats_totalDamageTaken,0.0934503269999716
stats_item0,stats_killingSprees,0.09316576050390087
stats_perk0Var3,stats_perk5Var3,0.09308313521024501
stats_goldEarned,stats_perk4Var2,0.09305083038083971
stats_item0,stats_timeCCingOthers,0.09288639325675714
stats_perk3Var1,stats_trueDamageTaken,0.0928863583551464
stats_kills,stats_playerScore9,0.09280485053349129
stats_perk2Var2,stats_tripleKills,0.09270541988486997
stats_largestMultiKill,stats_playerScore7,0.09269114302191886
stats_perk1Var1,stats_playerScore5,0.09264797497487512
stats_tripleKills,stats_trueDamageTaken,0.09256038904895056
stats_longestTimeSpentLiving,stats_perk0Var2,0.09235742809085544
stats_item3,stats_perk0Var2,0.09234564184054495
stats_item3,stats_perk0Var1,0.09222649667929275
stats_perk2,stats_statPerk1,0.09220497805115241
stats_perk0Var3,stats_totalMinionsKilled,0.09217701368982556
stats_champLevel,stats_perk2,0.09196034765647686
stats_longestTimeSpentLiving,stats_perk3Var1,0.09194025723848712
stats_statPerk1,stats_trueDamageDealtToChampions,0.0918388822278319
stats_inhibitorKills,stats_perk2Var2,0.09179985607725516
stats_totalDamageDealtToChampions,stats_trueDamageDealt,0.09179433978688292
stats_goldEarned,stats_playerScore6,0.0917216736097166
stats_physicalDamageTaken,stats_totalMinionsKilled,0.0916339175484004
stats_inhibitorKills,stats_totalDamageTaken,0.0914232505891364
stats_perk3Var2,stats_totalUnitsHealed,0.09141188298721582
stats_perk0Var2,stats_perk3,0.09140447015721838
stats_assists,stats_deaths,0.09124524001962517
stats_perk2,stats_playerScore7,0.09110959089980096
stats_damageDealtToTurrets,stats_physicalDamageTaken,0.09110637506715852
stats_largestCriticalStrike,stats_quadraKills,0.09104037371885379
stats_champLevel,stats_item6,0.09079721398148954
stats_perk3Var1,stats_playerScore3,0.09074828212188336
stats_damageSelfMitigated,stats_perk1Var2,0.0906008065496237
spell2Id,stats_visionScore,0.09055085889330798
stats_item4,stats_trueDamageDealtToChampions,0.09042500290860532
stats_perk2Var3,stats_totalTimeCrowdControlDealt,0.09026085689544674
stats_playerScore7,stats_totalMinionsKilled,0.09022506688056976
stats_damageDealtToTurrets,stats_item1,0.09013901058856566
stats_goldSpent,stats_perk4Var2,0.09013433377108057
stats_perk2Var3,stats_wardsPlaced,0.0899908285698718
stats_perk4Var2,stats_totalDamageDealt,0.08976618901755332
stats_perk1Var2,stats_perkSubStyle,0.08961431169901078
stats_kills,stats_trueDamageDealt,0.08960410376853897
stats_damageDealtToTurrets,stats_playerScore9,0.08959932613426651
stats_damageDealtToObjectives,stats_perk0Var3,0.08936596053239629
stats_item0,stats_wardsKilled,0.08932715188999654
stats_item1,stats_totalDamageDealt,0.08922058478304364
spell2Id,stats_timeCCingOthers,0.08917332725252283
stats_item1,stats_killingSprees,0.08912778059538067
stats_neutralMinionsKilledTeamJungle,stats_visionWardsBoughtInGame,0.08901774294904392
spell2Id,stats_visionWardsBoughtInGame,0.0884369415307745
stats_statPerk0,stats_totalUnitsHealed,0.08840709390248057
stats_perk3,stats_perkSubStyle,0.08837438909530648
stats_goldEarned,stats_visionScore,0.08830514279208068
stats_perkSubStyle,stats_totalMinionsKilled,0.0882636537920274
stats_deaths,stats_item3,0.08823299047813396
stats_champLevel,stats_playerScore9,0.08811350446466198
stats_perkPrimaryStyle,stats_totalTimeCrowdControlDealt,0.08808908173796068
spell1Id,stats_statPerk0,0.0880845811495448
stats_totalTimeCrowdControlDealt,stats_visionWardsBoughtInGame,0.08779392789297268
stats_inhibitorKills,stats_item4,0.08775707117069967
stats_item3,stats_item4,0.08767595343301192
stats_item2,stats_perk1Var1,0.08752432795420796
stats_item1,stats_totalMinionsKilled,0.08752061358856911
stats_magicalDamageTaken,stats_tripleKills,0.08744639317617849
stats_item1,stats_largestMultiKill,0.08741897939762941
stats_perk5,stats_physicalDamageDealt,0.0874088322116197
stats_item4,stats_visionWardsBoughtInGame,0.08739295303049575
stats_item4,stats_trueDamageTaken,0.08736850662093523
stats_playerScore3,stats_totalHeal,0.0873381769251211
stats_perk4Var2,stats_totalDamageDealtToChampions,0.08731579423375406
stats_assists,stats_magicDamageDealt,0.08714066960198648
stats_longestTimeSpentLiving,stats_perk1Var1,0.08669794313226058
stats_largestMultiKill,stats_totalTimeCrowdControlDealt,0.08648323488582838
stats_perk2Var2,stats_perk2Var3,0.08626137786503657
stats_champLevel,stats_perk4Var2,0.08617564343283694
stats_neutralMinionsKilledEnemyJungle,stats_trueDamageTaken,0.08612764941392517
stats_magicDamageDealtToChampions,stats_tripleKills,0.08607006901748368
stats_magicDamageDealt,stats_perk3Var3,0.08602970271295624
stats_playerScore3,stats_trueDamageDealtToChampions,0.08598984535957589
stats_assists,stats_item0,0.08597021800027385
stats_perkSubStyle,stats_wardsPlaced,0.0859440711015283
spell1Id,stats_magicalDamageTaken,0.08572905021302257
stats_perk0Var1,stats_totalUnitsHealed,0.08562547843389465
stats_perk1Var1,stats_totalHeal,0.0855504383486929
stats_perk2,stats_playerScore5,0.08551133797294931
stats_damageDealtToTurrets,stats_trueDamageTaken,0.08494761622109928
stats_item4,stats_tripleKills,0.0846333581286061
stats_goldSpent,stats_playerScore6,0.08462197268163434
stats_item2,stats_largestCriticalStrike,0.0844266713267033
stats_longestTimeSpentLiving,stats_timeCCingOthers,0.08431413471484507
stats_killingSprees,stats_trueDamageDealt,0.0843027721483027
stats_neutralMinionsKilledTeamJungle,stats_trueDamageTaken,0.08411295909927147
stats_item2,stats_magicalDamageTaken,0.08408509319414612
spell2Id,stats_magicDamageDealt,0.08402914067129846
stats_item2,stats_turretKills,0.08401248333443972
stats_pentaKills,stats_perk1Var1,0.08398511350813347
stats_goldSpent,stats_visionScore,0.08381013012918732
stats_item2,stats_totalDamageTaken,0.0835477523159007
stats_perk0Var3,stats_physicalDamageTaken,0.08345470844195878
stats_perk1Var2,stats_statPerk2,0.08345320768419202
stats_assists,stats_item2,0.08323277524566565
championId,stats_wardsPlaced,0.08315987274231157
stats_playerScore7,stats_totalDamageTaken,0.08294582149528577
stats_playerScore3,stats_tripleKills,0.08291075983770593
spell2Id,stats_totalTimeCrowdControlDealt,0.08275010179505886
stats_killingSprees,stats_playerScore9,0.08269392053041806
stats_playerScore4,stats_totalUnitsHealed,0.08260271561277767
stats_neutralMinionsKilled,stats_perk1,0.08234639384615688
stats_perk1Var3,stats_perkPrimaryStyle,0.08225338791949241
stats_deaths,stats_totalMinionsKilled,0.08220398141896941
stats_goldEarned,stats_pentaKills,0.08211037343657428
stats_perk3Var2,stats_visionWardsBoughtInGame,0.08186442622291641
stats_perk5,stats_perk5Var2,0.08177894854076295
stats_champLevel,stats_quadraKills,0.08168246511309302
stats_perk4Var2,stats_totalMinionsKilled,0.08167331681007707
stats_neutralMinionsKilled,stats_visionWardsBoughtInGame,0.08160144848228448
stats_trueDamageTaken,stats_turretKills,0.08151479244038305
stats_item3,stats_perk1Var2,0.08145154828542384
stats_perk5Var3,stats_statPerk2,0.08140788489665773
stats_perk4,stats_totalDamageDealt,0.08123130806021453
stats_perk3Var1,stats_trueDamageDealt,0.08117769883801434
stats_item3,stats_timeCCingOthers,0.080820104812695
spell1Id,stats_trueDamageTaken,0.08081091240355372
stats_perk0Var1,stats_perk2Var3,0.08075313193620091
stats_neutralMinionsKilledEnemyJungle,stats_playerScore3,0.08069492678403786
stats_perk1Var2,stats_perk2Var2,0.08058041501070129
spell1Id,stats_trueDamageDealtToChampions,0.0804346419252039
stats_magicalDamageTaken,stats_playerScore3,0.0802798252826976
stats_perk5,stats_perkPrimaryStyle,0.08027735947592228
stats_perk2Var3,stats_visionScore,0.0801933781518527
stats_perk3,stats_playerScore4,0.08013119832218743
stats_perk1Var3,stats_perk3Var3,0.0800597507569092
stats_neutralMinionsKilledTeamJungle,stats_physicalDamageDealtToChampions,0.07996415657590736
stats_perk4,stats_perk5Var2,0.07988992081284287
spell1Id,stats_perkSubStyle,0.0796948426218973
stats_item0,stats_visionScore,0.07956326194658807
stats_item5,stats_totalTimeCrowdControlDealt,0.079440434411806
stats_perk5Var1,stats_turretKills,0.07939721458959142
stats_perk3,stats_perk3Var3,0.07939611347300196
spell1Id,stats_perk0Var1,0.07930715240047455
stats_item0,stats_trueDamageTaken,0.07830275753943954
stats_item3,stats_trueDamageTaken,0.07829937950808036
stats_item1,stats_trueDamageDealtToChampions,0.07827681159967718
stats_deaths,stats_perk3Var1,0.07825608956093884
stats_playerScore6,stats_totalDamageDealtToChampions,0.07825102999226875
stats_magicalDamageTaken,stats_turretKills,0.07824855535362935
stats_damageSelfMitigated,stats_perkSubStyle,0.0782027303123723
stats_inhibitorKills,stats_playerScore3,0.07819176525263702
stats_physicalDamageDealtToChampions,stats_playerScore6,0.07799040641497346
stats_perk4,stats_totalTimeCrowdControlDealt,0.07798757038830072
stats_item4,stats_totalTimeCrowdControlDealt,0.07798036014881707
stats_magicalDamageTaken,stats_perk0Var3,0.0778751069865247
stats_damageDealtToTurrets,stats_perk0Var3,0.07757568753023447
stats_perk3Var3,stats_perkPrimaryStyle,0.07750873485492217
stats_perk0,stats_wardsPlaced,0.07734548081073474
stats_perk3Var2,stats_statPerk0,0.0773267637270318
stats_statPerk1,stats_tripleKills,0.07730271940401282
stats_largestKillingSpree,stats_perk0Var3,0.07727586957193151
spell2Id,stats_perk0Var1,0.07723652337764834
stats_largestMultiKill,stats_perk0Var3,0.07722862762389653
stats_magicDamageDealtToChampions,stats_neutralMinionsKilledTeamJungle,0.07699960176831329
stats_perk1Var2,stats_trueDamageDealtToChampions,0.07679492254522753
stats_largestKillingSpree,stats_playerScore9,0.07679067229146083
stats_assists,stats_trueDamageDealt,0.07675613755175364
stats_item1,stats_turretKills,0.0767320081525542
stats_damageSelfMitigated,stats_perk4,0.07670644527107116
stats_doubleKills,stats_item1,0.0766614926099365
stats_item2,stats_longestTimeSpentLiving,0.07635599541861761
stats_damageDealtToTurrets,stats_perk5Var1,0.07633695544319735
stats_item3,stats_trueDamageDealtToChampions,0.0763245640373836
stats_trueDamageDealt,stats_turretKills,0.07631571460618328
stats_quadraKills,stats_totalMinionsKilled,0.07628263251844378
stats_perk2,stats_playerScore6,0.07609447453872023
stats_item3,stats_magicDamageDealtToChampions,0.0758503933004583
stats_largestKillingSpree,stats_trueDamageDealt,0.07580098706267811
stats_longestTimeSpentLiving,stats_physicalDamageDealtToChampions,0.07579435492132883
stats_item1,stats_totalDamageTaken,0.07577770273829199
stats_champLevel,stats_perk5Var2,0.07565770678111453
stats_damageDealtToObjectives,stats_playerScore5,0.07560401203491524
championId,stats_perk2Var2,0.0751686612187393
stats_largestCriticalStrike,stats_perk4,0.07514676476113569
stats_magicDamageDealtToChampions,stats_perk4Var2,0.07511974723598551
stats_item3,stats_tripleKills,0.07510323425508816
stats_largestCriticalStrike,stats_wardsKilled,0.07508276876541209
stats_perk0Var2,stats_perk5Var2,0.07494828914178153
championId,stats_perk5Var1,0.07455523415789284
stats_assists,stats_perk2Var3,0.07449875567498174
stats_neutralMinionsKilledEnemyJungle,stats_perk1,0.07448877725496524
stats_trueDamageTaken,stats_wardsKilled,0.07437554604843594
stats_perk2,stats_tripleKills,0.07411483096918672
stats_inhibitorKills,stats_perk1Var2,0.07405441077822862
stats_magicDamageDealtToChampions,stats_neutralMinionsKilled,0.07396834306881618
stats_trueDamageDealt,stats_wardsKilled,0.07387262714665979
stats_doubleKills,stats_longestTimeSpentLiving,0.07367812613822407
stats_perk0Var1,stats_tripleKills,0.0735895259806436
stats_damageSelfMitigated,stats_perk2Var3,0.07355772455411273
stats_inhibitorKills,stats_statPerk1,0.07349156669634456
stats_perk1Var1,stats_playerScore6,0.07335897940240191
stats_physicalDamageDealt,stats_playerScore7,0.07303201794416964
stats_physicalDamageDealt,stats_totalTimeCrowdControlDealt,0.07299167192826793
stats_item1,stats_largestKillingSpree,0.07288515216786814
stats_damageDealtToTurrets,stats_pentaKills,0.07283368004007253
stats_magicalDamageTaken,stats_playerScore7,0.07271978057786986
championId,stats_perk1,0.07268138839726222
stats_champLevel,stats_perk5Var3,0.07266129778096056
stats_perk3Var1,stats_perk5Var1,0.07257176282833293
stats_perk5Var1,stats_statPerk1,0.07248353705970824
championId,stats_perkSubStyle,0.07219198311704318
stats_item4,stats_neutralMinionsKilledEnemyJungle,0.07193797672359725
stats_item0,stats_largestKillingSpree,0.07187695858621089
stats_perk1,stats_timeCCingOthers,0.07184956125325812
stats_perkSubStyle,stats_statPerk2,0.0717618845061268
stats_item5,stats_totalUnitsHealed,0.0716811523324419
stats_perk0,stats_physicalDamageDealt,0.07162886285046177
stats_timeCCingOthers,stats_trueDamageDealt,0.07161724956360309
stats_magicalDamageTaken,stats_playerScore9,0.07161356854034574
stats_neutralMinionsKilledEnemyJungle,stats_wardsKilled,0.07160029739829073
stats_perk5Var1,stats_trueDamageDealt,0.07156805151191314
stats_magicDamageDealtToChampions,stats_playerScore3,0.07156066024132601
stats_goldSpent,stats_pentaKills,0.07153567068830853
stats_magicDamageDealtToChampions,stats_perkPrimaryStyle,0.0715350713626065
stats_damageDealtToObjectives,stats_item2,0.07153243459362339
stats_playerScore9,stats_turretKills,0.07145060582003832
stats_item4,stats_perk1Var2,0.07142161383303183
stats_physicalDamageDealtToChampions,stats_wardsKilled,0.07136100223738427
stats_perk0Var1,stats_totalDamageDealt,0.07122199994418238
stats_damageDealtToObjectives,stats_perk5,0.07121327396384745
stats_perk0,stats_turretKills,0.07121035264786654
stats_deaths,stats_perk2,0.07111134503814161
stats_champLevel,stats_statPerk2,0.07110424302579145
stats_item3,stats_largestCriticalStrike,0.07107162410027561
stats_magicDamageDealtToChampions,stats_neutralMinionsKilledEnemyJungle,0.07085432964106493
stats_perk1Var2,stats_statPerk1,0.07083830619624915
stats_perk2Var2,stats_playerScore7,0.07065760737732335
stats_trueDamageTaken,stats_visionScore,0.07061309510308339
stats_perk1Var2,stats_physicalDamageDealt,0.07058222128761328
stats_item5,stats_playerScore3,0.07045936231220787
stats_inhibitorKills,stats_quadraKills,0.07044701716051834
stats_magicDamageDealt,stats_perk4Var2,0.07038980919757637
stats_quadraKills,stats_trueDamageDealtToChampions,0.07017606674233638
stats_perk1Var1,stats_perkSubStyle,0.07016741144962955
stats_physicalDamageTaken,stats_visionWardsBoughtInGame,0.07005080120141166
stats_neutralMinionsKilled,stats_perk2Var2,0.07004558284648688
championId,stats_visionScore,0.06998597187204611
stats_damageSelfMitigated,stats_playerScore3,0.06994969915553947
stats_physicalDamageTaken,stats_playerScore7,0.06993423222807918
stats_damageDealtToObjectives,stats_perk1,0.0696537160396995
stats_statPerk0,stats_timeCCingOthers,0.0695924774152677
spell2Id,stats_damageSelfMitigated,0.06957405126177764
stats_perk5Var1,stats_tripleKills,0.06956528515855365
stats_neutralMinionsKilled,stats_playerScore3,0.06953553739445294
stats_playerScore3,stats_trueDamageTaken,0.06939925966767498
stats_largestCriticalStrike,stats_longestTimeSpentLiving,0.0693383259457984
stats_damageSelfMitigated,stats_wardsPlaced,0.06933344647482924
stats_damageDealtToTurrets,stats_damageSelfMitigated,0.06931488317351157
spell1Id,stats_statPerk2,0.069210162869067
stats_killingSprees,stats_pentaKills,0.0691977181653628
stats_damageSelfMitigated,stats_perk3Var1,0.069104605255891
stats_perk2Var2,stats_perkSubStyle,0.06863888835817764
stats_magicDamageDealt,stats_statPerk0,0.06860012381108102
stats_item6,stats_visionScore,0.06859993744600588
stats_perk1Var2,stats_physicalDamageDealtToChampions,0.0684985061054635
stats_largestCriticalStrike,stats_perk0Var3,0.06837929570626841
stats_playerScore5,stats_tripleKills,0.0683560670579729
stats_perk0Var3,stats_perk5Var2,0.06820655365612896
stats_item4,stats_largestCriticalStrike,0.06798743211640268
stats_damageSelfMitigated,stats_tripleKills,0.06797457228277462
stats_inhibitorKills,stats_wardsKilled,0.06795428296903061
stats_item1,stats_magicalDamageTaken,0.06781455092943392
stats_deaths,stats_item5,0.06741444068529075
stats_damageSelfMitigated,stats_inhibitorKills,0.06740726957550681
stats_perk3Var3,stats_timeCCingOthers,0.06721543465794637
stats_item5,stats_neutralMinionsKilledEnemyJungle,0.06716240690556949
stats_item4,stats_perk5Var2,0.0670475494517072
stats_largestMultiKill,stats_playerScore9,0.06702208741686445
stats_magicalDamageTaken,stats_wardsPlaced,0.06695713804909882
stats_damageDealtToObjectives,stats_playerScore9,0.06693518754828592
stats_longestTimeSpentLiving,stats_trueDamageDealt,0.06685511988142369
stats_item5,stats_perk0Var2,0.06670337044239755
stats_largestCriticalStrike,stats_perk5,0.06656759428958843
stats_largestMultiKill,stats_trueDamageDealt,0.06633980424076383
stats_perk1,stats_perk5Var1,0.06619397070450456
stats_perk0,stats_visionScore,0.06604625459722266
stats_item2,stats_perk1Var2,0.06598756540065856
spell1Id,stats_magicDamageDealt,0.06584183416355556
stats_largestKillingSpree,stats_playerScore6,0.06580766695322701
stats_item5,stats_playerScore9,0.06572771745449059
stats_kills,stats_perk1Var2,0.06570958030642876
stats_largestCriticalStrike,stats_perk1Var2,0.06552886623715651
stats_perk0Var1,stats_perk1Var2,0.06543143101687238
stats_damageDealtToObjectives,stats_totalMinionsKilled,0.06539319431974167
stats_item1,stats_perk1Var1,0.06514327110952174
stats_playerScore3,stats_totalMinionsKilled,0.06514246518563499
stats_neutralMinionsKilledTeamJungle,stats_perk1,0.06501695615155467
stats_doubleKills,stats_playerScore9,0.06491282244065999
stats_item2,stats_physicalDamageTaken,0.0649043779306469
stats_item3,stats_playerScore3,0.06485959477277932
stats_assists,stats_trueDamageDealtToChampions,0.06483131240070451
stats_perk4,stats_physicalDamageTaken,0.06477815375596069
stats_doubleKills,stats_perk0Var3,0.06476432608435388
stats_perk0Var3,stats_statPerk1,0.06473022930098389
stats_item0,stats_longestTimeSpentLiving,0.0646651030480947
stats_perk3Var3,stats_statPerk2,0.06455681743646964
stats_longestTimeSpentLiving,stats_perk5Var1,0.06442313366968587
stats_largestCriticalStrike,stats_playerScore3,0.06440534080411628
stats_perk0Var3,stats_turretKills,0.06440158609867724
stats_longestTimeSpentLiving,stats_trueDamageDealtToChampions,0.06428361052109785
stats_deaths,stats_perk1,0.06421058788300102
stats_killingSprees,stats_perk1Var2,0.06420834971120325
stats_killingSprees,stats_perk4Var2,0.06417797907445172
stats_pentaKills,stats_turretKills,0.06406812285316649
stats_perk0Var3,stats_trueDamageTaken,0.06401110787416528
stats_assists,stats_perk1Var2,0.06388756725198778
stats_perk2Var3,stats_visionWardsBoughtInGame,0.06383618996909073
stats_totalDamageDealt,stats_wardsKilled,0.06381374060179258
stats_item1,stats_physicalDamageTaken,0.06369416481248903
stats_timeCCingOthers,stats_trueDamageDealtToChampions,0.0636484942309012
stats_perk0Var1,stats_playerScore9,0.06335675268022767
stats_kills,stats_playerScore6,0.06328889872425304
stats_perk0Var1,stats_statPerk2,0.06318010697065801
stats_perk4,stats_turretKills,0.06316609115549376
stats_item1,stats_perk0Var2,0.06315977159832444
stats_physicalDamageDealt,stats_wardsKilled,0.06310695146736571
stats_item1,stats_totalHeal,0.06306645071098205
stats_playerScore9,stats_visionWardsBoughtInGame,0.0630579935103608
stats_damageDealtToObjectives,stats_magicDamageDealtToChampions,0.06288827485780946
stats_champLevel,stats_perk1,0.06285474377879051
stats_damageDealtToObjectives,stats_playerScore7,0.06277315309128055
stats_physicalDamageDealt,stats_trueDamageDealt,0.06276432031593292
stats_item2,stats_totalHeal,0.06270146085171009
stats_damageSelfMitigated,stats_playerScore7,0.06262342019832719
stats_inhibitorKills,stats_item3,0.0626134858350642
stats_item0,stats_visionWardsBoughtInGame,0.06253542463965095
stats_item1,stats_longestTimeSpentLiving,0.06250168103575722
spell2Id,stats_statPerk2,0.06246094027027331
stats_perk4,stats_physicalDamageDealtToChampions,0.062434746761149386
stats_champLevel,stats_perk0Var2,0.06239037383568438
stats_playerScore4,stats_playerScore6,0.06222097021998932
stats_playerScore7,stats_trueDamageDealtToChampions,0.062180905957476995
stats_perk1,stats_perk5Var3,0.06218006030658299
stats_damageSelfMitigated,stats_item2,0.06198891928767933
stats_totalHeal,stats_visionWardsBoughtInGame,0.061723947825198903
stats_playerScore7,stats_trueDamageTaken,0.06169941349890965
stats_item0,stats_largestMultiKill,0.06143454731229179
stats_item6,stats_wardsKilled,0.06130011605351238
stats_deaths,stats_item1,0.06122392174431429
stats_perk3Var2,stats_wardsKilled,0.0611958159954637
stats_item2,stats_perk3Var1,0.06118657477549751
stats_perk2Var2,stats_playerScore5,0.06112727564157471
stats_pentaKills,stats_trueDamageDealtToChampions,0.06090395456362835
stats_perk5,stats_physicalDamageDealtToChampions,0.060757806253026576
stats_champLevel,stats_visionWardsBoughtInGame,0.060539845861793805
stats_physicalDamageDealtToChampions,stats_playerScore9,0.06047305434503852
stats_neutralMinionsKilled,stats_perk5,0.060401077561676404
stats_largestCriticalStrike,stats_playerScore6,0.06038543085746518
stats_neutralMinionsKilled,stats_tripleKills,0.06023881745416079
spell2Id,stats_assists,0.060225138383147754
stats_item4,stats_playerScore3,0.060167737218840694
stats_item2,stats_trueDamageDealtToChampions,0.05988354090666849
stats_item2,stats_visionScore,0.05987820284882908
stats_doubleKills,stats_trueDamageDealt,0.059784302240531786
stats_playerScore9,stats_visionScore,0.05964600643162789
stats_neutralMinionsKilledTeamJungle,stats_playerScore3,0.059612828700885495
stats_magicDamageDealtToChampions,stats_perk3Var3,0.05939802663651995
stats_largestCriticalStrike,stats_playerScore5,0.05939213325072248
stats_item1,stats_totalUnitsHealed,0.059352462538674426
stats_kills,stats_perk4Var2,0.05932823981799931
stats_item1,stats_perk3Var1,0.059260781189285676
stats_item1,stats_tripleKills,0.05924448177231896
stats_neutralMinionsKilledEnemyJungle,stats_perk5,0.05919128059345126
stats_item0,stats_perk4,0.05918329435629703
spell1Id,stats_totalTimeCrowdControlDealt,0.059104701685591066
stats_timeCCingOthers,stats_totalUnitsHealed,0.059056178676417326
stats_item4,stats_trueDamageDealt,0.0590474841007852
stats_deaths,stats_perk0Var3,0.05877753840611899
stats_playerScore4,stats_playerScore5,0.05861025601878244
stats_inhibitorKills,stats_neutralMinionsKilled,0.05841375453982477
stats_damageDealtToTurrets,stats_magicalDamageTaken,0.0583369225679675
stats_perk2Var2,stats_playerScore3,0.05823098114302863
stats_perk4Var3,stats_totalMinionsKilled,0.058209046339919315
stats_item4,stats_totalUnitsHealed,0.05815434089107804
stats_perk4Var2,stats_turretKills,0.0580811149878166
stats_perk1Var3,stats_timeCCingOthers,0.058014490273250875
stats_largestMultiKill,stats_perk1Var2,0.0580059076640348
stats_statPerk1,stats_trueDamageDealt,0.057791579643582947
stats_longestTimeSpentLiving,stats_perk1Var2,0.05736114518058448
stats_pentaKills,stats_physicalDamageDealt,0.05733497613287342
stats_perk4Var3,stats_perkSubStyle,0.05731947646817509
stats_perk2Var3,stats_totalUnitsHealed,0.057252898430790684
stats_damageDealtToTurrets,stats_perk4Var2,0.05717137730803515
stats_damageDealtToObjectives,stats_item1,0.05714829148277237
stats_assists,stats_item6,0.05705996536029759
stats_assists,stats_playerScore3,0.056976630208422786
stats_statPerk2,stats_totalDamageDealtToChampions,0.056752287895859566
stats_perk5Var3,stats_totalDamageDealtToChampions,0.056731555672089845
